 "albumid","album_title","artistid","artist_name","trackid","track_name","track_composer","track_milliseconds","track_bytes","track_unit_price","genreid","music_genre","mediatypeid","media_type","invoicelineid","invoice_line_unit_price","invoice_line_quantity","invoice_line_total","invoiceid","invoice_date","invoice_billing_address","invoice_billing_city","invoice_billing_country","invoice_billing_postal_code","invoice_billing_state","invoice_total","customerid","customer_first_name","customer_last_name","customer_company","customer_address","customer_city","customer_state","customer_country","customer_postal_code","customer_phone","customer_fax","customer_email","employee_first_name","employee_last_name","employee_title","employee_reports_to","employee_birth_date","employee_hire_date","employee_address","employee_city","employee_state","employee_country","employee_postal_code","employee_phone","employee_fax","employee_email"
261,"LOST, Season 4",149,Lost,"3,360",Something Nice Back Home,,"2,612,779","484,711,353",1.99,21,Drama,3,Protected MPEG-4 video file,"1,128",1.99,1,1.99,208,2011-06-29 00:00:00,Ullevalsveien 14,Oslo,Norway,"0171",,15.86,4,Bjar,Hanse,,Ullevalsveien 14,Oslo,,Norway,"0171",+47 22 44 22 22,,bjorn.hansen@yahoo.no,Margaret,Park,Sales Support Agent,2,1947-09-19 00:00:00,2003-05-03 00:00:00,"683 10 Street SW",Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,
261,"LOST, Season 4",149,Lost,"3,342",The Economist,,"2,609,025","516,934,914",1.99,21,Drama,3,Protected MPEG-4 video file,"1,126",1.99,1,1.99,208,2011-06-29 00:00:00,Ullevalsveien 14,Oslo,Norway,"0171",,15.86,4,Bjar,Hanse,,Ullevalsveien 14,Oslo,,Norway,"0171",+47 22 44 22 22,,bjorn.hansen@yahoo.no,Margaret,Park,Sales Support Agent,2,1947-09-19 00:00:00,2003-05-03 00:00:00,"683 10 Street SW",Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,
259,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,36,O Rappa,"3,333",Chega no Suingue,,"221,805","8,874,509",0.99,15,Electronica/Dance,1,MPEG audio file,"1,125",0.99,1,0.99,208,2011-06-29 00:00:00,Ullevalsveien 14,Oslo,Norway,"0171",,15.86,4,Bjar,Hanse,,Ullevalsveien 14,Oslo,,Norway,"0171",+47 22 44 22 22,,bjorn.hansen@yahoo.no,Margaret,Park,Sales Support Agent,2,1947-09-19 00:00:00,2003-05-03 00:00:00,"683 10 Street SW",Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,
283,Haydn: Symphonies 99 - 104,217,Royal Philharmonic Orchestra & Sir Thomas Beecham,"3,414",Symphony No. 104 in D Major London: IV. Finale: Spiritoso,Franz Joseph Hayd,"306,687","10,085,867",0.99,24,Classical,4,Purchased AAC audio file,"1,134",0.99,1,0.99,208,2011-06-29 00:00:00,Ullevalsveien 14,Oslo,Norway,"0171",,15.86,4,Bjar,Hanse,,Ullevalsveien 14,Oslo,,Norway,"0171",+47 22 44 22 22,,bjorn.hansen@yahoo.no,Margaret,Park,Sales Support Agent,2,1947-09-19 00:00:00,2003-05-03 00:00:00,"683 10 Street SW",Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,
292,"Holst: The Planets, Op. 32 & Vaughan Williams: Fantasies",226,Eugene Ormandy,"3,423","Jupiter, the Bringer of Jollity",Gustav Holst,"522,099","8,547,876",0.99,24,Classical,2,Protected AAC audio file,"1,135",0.99,1,0.99,208,2011-06-29 00:00:00,Ullevalsveien 14,Oslo,Norway,"0171",,15.86,4,Bjar,Hanse,,Ullevalsveien 14,Oslo,,Norway,"0171",+47 22 44 22 22,,bjorn.hansen@yahoo.no,Margaret,Park,Sales Support Agent,2,1947-09-19 00:00:00,2003-05-03 00:00:00,"683 10 Street SW",Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,
274,Pachelbel: Canon & Gigue,208,English Concert & Trevor Pinnock,"3,405",Canon and Gigue in D Major: I. Cano,Johann Pachelbel,"271,788","4,438,393",0.99,24,Classical,2,Protected AAC audio file,"1,133",0.99,1,0.99,208,2011-06-29 00:00:00,Ullevalsveien 14,Oslo,Norway,"0171",,15.86,4,Bjar,Hanse,,Ullevalsveien 14,Oslo,,Norway,"0171",+47 22 44 22 22,,bjorn.hansen@yahoo.no,Margaret,Park,Sales Support Agent,2,1947-09-19 00:00:00,2003-05-03 00:00:00,"683 10 Street SW",Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,
259,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,36,O Rappa,"3,324",Um Lugar ao Sol,,"212,323","8,495,217",0.99,15,Electronica/Dance,1,MPEG audio file,"1,124",0.99,1,0.99,208,2011-06-29 00:00:00,Ullevalsveien 14,Oslo,Norway,"0171",,15.86,4,Bjar,Hanse,,Ullevalsveien 14,Oslo,,Norway,"0171",+47 22 44 22 22,,bjorn.hansen@yahoo.no,Margaret,Park,Sales Support Agent,2,1947-09-19 00:00:00,2003-05-03 00:00:00,"683 10 Street SW",Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,
269,Temple of the Dog,204,Temple of the Dog,"3,369",Call Me a Dog,,"304,458","5,177,612",0.99,23,Alternative,2,Protected AAC audio file,"1,129",0.99,1,0.99,208,2011-06-29 00:00:00,Ullevalsveien 14,Oslo,Norway,"0171",,15.86,4,Bjar,Hanse,,Ullevalsveien 14,Oslo,,Norway,"0171",+47 22 44 22 22,,bjorn.hansen@yahoo.no,Margaret,Park,Sales Support Agent,2,1947-09-19 00:00:00,2003-05-03 00:00:00,"683 10 Street SW",Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,
263,Muso Ko,198,Habib Koita and Bamada,"3,351",Din Din Wo (Little Child),Habib Koita,"285,837","4,615,841",0.99,16,World,5,AAC audio file,"1,127",0.99,1,0.99,208,2011-06-29 00:00:00,Ullevalsveien 14,Oslo,Norway,"0171",,15.86,4,Bjar,Hanse,,Ullevalsveien 14,Oslo,,Norway,"0171",+47 22 44 22 22,,bjorn.hansen@yahoo.no,Margaret,Park,Sales Support Agent,2,1947-09-19 00:00:00,2003-05-03 00:00:00,"683 10 Street SW",Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,
307,"Adams, John: The Chairman Dances",242,Edo de Waart & San Francisco Symphony,"3,441",Two Fanfares for Orchestra: II. Short Ride in a Fast Machine,John Adams,"254,930","4,310,896",0.99,24,Classical,2,Protected AAC audio file,"1,137",0.99,1,0.99,208,2011-06-29 00:00:00,Ullevalsveien 14,Oslo,Norway,"0171",,15.86,4,Bjar,Hanse,,Ullevalsveien 14,Oslo,,Norway,"0171",+47 22 44 22 22,,bjorn.hansen@yahoo.no,Margaret,Park,Sales Support Agent,2,1947-09-19 00:00:00,2003-05-03 00:00:00,"683 10 Street SW",Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,
271,Revelations,8,Audioslave,"3,396",Shape of Things to Come,,"274,597","4,465,399",0.99,23,Alternative,2,Protected AAC audio file,"1,132",0.99,1,0.99,208,2011-06-29 00:00:00,Ullevalsveien 14,Oslo,Norway,"0171",,15.86,4,Bjar,Hanse,,Ullevalsveien 14,Oslo,,Norway,"0171",+47 22 44 22 22,,bjorn.hansen@yahoo.no,Margaret,Park,Sales Support Agent,2,1947-09-19 00:00:00,2003-05-03 00:00:00,"683 10 Street SW",Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,
270,Carry O,205,Chris Cornell,"3,378",Safe and Sound,Chris Cornell,"256,764","4,207,769",0.99,23,Alternative,2,Protected AAC audio file,"1,130",0.99,1,0.99,208,2011-06-29 00:00:00,Ullevalsveien 14,Oslo,Norway,"0171",,15.86,4,Bjar,Hanse,,Ullevalsveien 14,Oslo,,Norway,"0171",+47 22 44 22 22,,bjorn.hansen@yahoo.no,Margaret,Park,Sales Support Agent,2,1947-09-19 00:00:00,2003-05-03 00:00:00,"683 10 Street SW",Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,
321,Back to Black,252,Amy Winehouse,"3,455",Rehab,,"213,240","3,416,878",0.99,14,R&B/Soul,2,Protected AAC audio file,"1,138",0.99,1,0.99,209,2011-07-07 00:00:00,"627 Broadway",New York,USA,"10012-2612",NY,0.99,18,Michelle,Brooks,,"627 Broadway",New York,NY,USA,"10012-2612",+1 (212) 221-3546,+1 (212) 221-4679,michelleb@aol.com,Jane,Peacock,Sales Support Agent,2,1973-08-29 00:00:00,2002-04-01 00:00:00,"1111 6 Ave SW",Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,
321,Back to Black,252,Amy Winehouse,"3,457",Me & Mr. Jones,,"151,706","2,449,438",0.99,14,R&B/Soul,2,Protected AAC audio file,"1,140",0.99,1,0.99,210,2011-07-20 00:00:00,"1 Infinite Loop",Cupertino,USA,"95014",CA,1.98,19,Tim,Goyer,Apple Inc.,"1 Infinite Loop",Cupertino,CA,USA,"95014",+1 (408) 996-1010,+1 (408) 996-1011,tgoyer@apple.com,Jane,Peacock,Sales Support Agent,2,1973-08-29 00:00:00,2002-04-01 00:00:00,"1111 6 Ave SW",Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,
321,Back to Black,252,Amy Winehouse,"3,456",You Know I'm No Good,,"256,946","4,133,694",0.99,14,R&B/Soul,2,Protected AAC audio file,"1,139",0.99,1,0.99,210,2011-07-20 00:00:00,"1 Infinite Loop",Cupertino,USA,"95014",CA,1.98,19,Tim,Goyer,Apple Inc.,"1 Infinite Loop",Cupertino,CA,USA,"95014",+1 (408) 996-1010,+1 (408) 996-1011,tgoyer@apple.com,Jane,Peacock,Sales Support Agent,2,1973-08-29 00:00:00,2002-04-01 00:00:00,"1111 6 Ave SW",Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,
321,Back to Black,252,Amy Winehouse,"3,461",Tears Dry On Their Ow,Nickolas Ashford & Valerie Simpso,"185,293","2,996,598",0.99,14,R&B/Soul,2,Protected AAC audio file,"1,142",0.99,1,0.99,211,2011-07-20 00:00:00,"801 W 4th Street",Reno,USA,"89503",NV,1.98,21,Kathy,Chase,,"801 W 4th Street",Reno,NV,USA,"89503",+1 (775) 223-7665,,kachase@hotmail.com,Steve,Johnso,Sales Support Agent,2,1965-03-03 00:00:00,2003-10-17 00:00:00,"7727B 41 Ave",Calgary,AB,Canada,T3B 1Y7,"1 (780) 836-9987","1 (780) 836-9543",
321,Back to Black,252,Amy Winehouse,"3,459",Back to Black,Mark Ronso,"240,320","3,852,953",0.99,14,R&B/Soul,2,Protected AAC audio file,"1,141",0.99,1,0.99,211,2011-07-20 00:00:00,"801 W 4th Street",Reno,USA,"89503",NV,1.98,21,Kathy,Chase,,"801 W 4th Street",Reno,NV,USA,"89503",+1 (775) 223-7665,,kachase@hotmail.com,Steve,Johnso,Sales Support Agent,2,1965-03-03 00:00:00,2003-10-17 00:00:00,"7727B 41 Ave",Calgary,AB,Canada,T3B 1Y7,"1 (780) 836-9987","1 (780) 836-9543",
321,Back to Black,252,Amy Winehouse,"3,465",You Know I'm No Good (feat. Ghostface Killah),,"202,320","3,260,658",0.99,14,R&B/Soul,2,Protected AAC audio file,"1,144",0.99,1,0.99,212,2011-07-21 00:00:00,"69 Salem Street",Bosto,USA,"2113",MA,3.96,23,Joh,Gordo,,"69 Salem Street",Bosto,MA,USA,"2113",+1 (617) 522-1333,,johngordon22@yahoo.com,Margaret,Park,Sales Support Agent,2,1947-09-19 00:00:00,2003-05-03 00:00:00,"683 10 Street SW",Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,
322,Frank,252,Amy Winehouse,"3,469",F**k Me Pumps,Salaam Remi,"200,253","3,324,343",0.99,9,Pop,2,Protected AAC audio file,"1,146",0.99,1,0.99,212,2011-07-21 00:00:00,"69 Salem Street",Bosto,USA,"2113",MA,3.96,23,Joh,Gordo,,"69 Salem Street",Bosto,MA,USA,"2113",+1 (617) 522-1333,,johngordon22@yahoo.com,Margaret,Park,Sales Support Agent,2,1947-09-19 00:00:00,2003-05-03 00:00:00,"683 10 Street SW",Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,
322,Frank,252,Amy Winehouse,"3,467",Intro / Stronger Than Me,,"234,200","3,832,165",0.99,9,Pop,2,Protected AAC audio file,"1,145",0.99,1,0.99,212,2011-07-21 00:00:00,"69 Salem Street",Bosto,USA,"2113",MA,3.96,23,Joh,Gordo,,"69 Salem Street",Bosto,MA,USA,"2113",+1 (617) 522-1333,,johngordon22@yahoo.com,Margaret,Park,Sales Support Agent,2,1947-09-19 00:00:00,2003-05-03 00:00:00,"683 10 Street SW",Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,
321,Back to Black,252,Amy Winehouse,"3,463",Some Unholy War,,"141,520","2,304,465",0.99,14,R&B/Soul,2,Protected AAC audio file,"1,143",0.99,1,0.99,212,2011-07-21 00:00:00,"69 Salem Street",Bosto,USA,"2113",MA,3.96,23,Joh,Gordo,,"69 Salem Street",Bosto,MA,USA,"2113",+1 (617) 522-1333,,johngordon22@yahoo.com,Margaret,Park,Sales Support Agent,2,1947-09-19 00:00:00,2003-05-03 00:00:00,"683 10 Street SW",Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,
322,Frank,252,Amy Winehouse,"3,473",Take the Box,Luke Smith,"199,160","3,281,526",0.99,9,Pop,2,Protected AAC audio file,"1,147",0.99,1,0.99,213,2011-07-22 00:00:00,"1033 N Park Ave",Tucso,USA,"85719",AZ,5.94,27,Patrick,Gray,,"1033 N Park Ave",Tucso,AZ,USA,"85719",+1 (520) 622-4200,,patrick.gray@aol.com,Margaret,Park,Sales Support Agent,2,1947-09-19 00:00:00,2003-05-03 00:00:00,"683 10 Street SW",Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,
322,Frank,252,Amy Winehouse,"3,477",Amy Amy Amy (Outro),"Astor Campbell, Delroy Chris Cooper, Donovan Jackson, Dorothy Fields, Earl Chinna Smith, Felix Howard, Gordon Williams, James Moody, Jimmy McHugh, Matt Rowe, Salaam Remi & Stefan Skarbek","663,426","10,564,704",0.99,9,Pop,2,Protected AAC audio file,"1,148",0.99,1,0.99,213,2011-07-22 00:00:00,"1033 N Park Ave",Tucso,USA,"85719",AZ,5.94,27,Patrick,Gray,,"1033 N Park Ave",Tucso,AZ,USA,"85719",+1 (520) 622-4200,,patrick.gray@aol.com,Margaret,Park,Sales Support Agent,2,1947-09-19 00:00:00,2003-05-03 00:00:00,"683 10 Street SW",Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,
337,"Szymanowski: Piano Works, Vol. 1",266,Martin Roscoe,"3,493","Metopes, Op. 29: Calypso",Karol Szymanowski,"333,669","5,548,755",0.99,24,Classical,2,Protected AAC audio file,"1,152",0.99,1,0.99,213,2011-07-22 00:00:00,"1033 N Park Ave",Tucso,USA,"85719",AZ,5.94,27,Patrick,Gray,,"1033 N Park Ave",Tucso,AZ,USA,"85719",+1 (520) 622-4200,,patrick.gray@aol.com,Margaret,Park,Sales Support Agent,2,1947-09-19 00:00:00,2003-05-03 00:00:00,"683 10 Street SW",Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,
334,Weill: The Seven Deadly Sins,264,Kent Nagano and Orchestre de l'Opara de Lyo,"3,489",Symphony No. 2: III. Allegro vivace,Kurt Weill,"376,510","6,129,146",0.99,24,Classical,2,Protected AAC audio file,"1,151",0.99,1,0.99,213,2011-07-22 00:00:00,"1033 N Park Ave",Tucso,USA,"85719",AZ,5.94,27,Patrick,Gray,,"1033 N Park Ave",Tucso,AZ,USA,"85719",+1 (520) 622-4200,,patrick.gray@aol.com,Margaret,Park,Sales Support Agent,2,1947-09-19 00:00:00,2003-05-03 00:00:00,"683 10 Street SW",Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,
330,Garecki: Symphony No. 3,260,Adrian Leaper & Doreen de Feis,"3,485",Symphony No. 3 Op. 36 for Orchestra and Soprano Symfonia Piesni Zalosnych \ Lento E Largo - Tranquillissimo,Henryk Garecki,"567,494","9,273,123",0.99,24,Classical,2,Protected AAC audio file,"1,150",0.99,1,0.99,213,2011-07-22 00:00:00,"1033 N Park Ave",Tucso,USA,"85719",AZ,5.94,27,Patrick,Gray,,"1033 N Park Ave",Tucso,AZ,USA,"85719",+1 (520) 622-4200,,patrick.gray@aol.com,Margaret,Park,Sales Support Agent,2,1947-09-19 00:00:00,2003-05-03 00:00:00,"683 10 Street SW",Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,
326,Mendelssohn: A Midsummer Night's Dream,256,Philharmonia Orchestra & Sir Neville Marriner,"3,481","A Midsummer Night's Dream, Op.61 Incidental Music: No.7 Notturno",,"387,826","6,497,867",0.99,24,Classical,2,Protected AAC audio file,"1,149",0.99,1,0.99,213,2011-07-22 00:00:00,"1033 N Park Ave",Tucso,USA,"85719",AZ,5.94,27,Patrick,Gray,,"1033 N Park Ave",Tucso,AZ,USA,"85719",+1 (520) 622-4200,,patrick.gray@aol.com,Margaret,Park,Sales Support Agent,2,1947-09-19 00:00:00,2003-05-03 00:00:00,"683 10 Street SW",Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,
6,Jagged Little Pill,4,Alanis Morissette,44,You Lear,Alanis Morissette & Glenn Ballard,"239,699","7,824,837",0.99,1,Rock,1,MPEG audio file,"1,161",0.99,1,0.99,214,2011-07-25 00:00:00,"5112 48 Street",Yellowknife,Canada,X1A 1N6,NT,8.91,33,Ellie,Sulliva,,"5112 48 Street",Yellowknife,NT,Canada,X1A 1N6,+1 (867) 920-2233,,ellie.sullivan@shaw.ca,Jane,Peacock,Sales Support Agent,2,1973-08-29 00:00:00,2002-04-01 00:00:00,"1111 6 Ave SW",Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,
6,Jagged Little Pill,4,Alanis Morissette,38,All I Really Want,Alanis Morissette & Glenn Ballard,"284,891","9,375,567",0.99,1,Rock,1,MPEG audio file,"1,160",0.99,1,0.99,214,2011-07-25 00:00:00,"5112 48 Street",Yellowknife,Canada,X1A 1N6,NT,8.91,33,Ellie,Sulliva,,"5112 48 Street",Yellowknife,NT,Canada,X1A 1N6,+1 (867) 920-2233,,ellie.sullivan@shaw.ca,Jane,Peacock,Sales Support Agent,2,1973-08-29 00:00:00,2002-04-01 00:00:00,"1111 6 Ave SW",Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,
4,Let There Be Rock,1,AC/DC,20,Overdose,AC/DC,"369,319","12,066,294",0.99,1,Rock,1,MPEG audio file,"1,157",0.99,1,0.99,214,2011-07-25 00:00:00,"5112 48 Street",Yellowknife,Canada,X1A 1N6,NT,8.91,33,Ellie,Sulliva,,"5112 48 Street",Yellowknife,NT,Canada,X1A 1N6,+1 (867) 920-2233,,ellie.sullivan@shaw.ca,Jane,Peacock,Sales Support Agent,2,1973-08-29 00:00:00,2002-04-01 00:00:00,"1111 6 Ave SW",Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,
2,Balls to the Wall,2,Accept,2,Balls to the Wall,,"342,562","5,510,424",0.99,1,Rock,2,Protected AAC audio file,"1,154",0.99,1,0.99,214,2011-07-25 00:00:00,"5112 48 Street",Yellowknife,Canada,X1A 1N6,NT,8.91,33,Ellie,Sulliva,,"5112 48 Street",Yellowknife,NT,Canada,X1A 1N6,+1 (867) 920-2233,,ellie.sullivan@shaw.ca,Jane,Peacock,Sales Support Agent,2,1973-08-29 00:00:00,2002-04-01 00:00:00,"1111 6 Ave SW",Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,
5,Big Ones,3,Aerosmith,32,Deuces Are Wild,"Steven Tyler, Jim Vallance","215,875","7,074,167",0.99,1,Rock,1,MPEG audio file,"1,159",0.99,1,0.99,214,2011-07-25 00:00:00,"5112 48 Street",Yellowknife,Canada,X1A 1N6,NT,8.91,33,Ellie,Sulliva,,"5112 48 Street",Yellowknife,NT,Canada,X1A 1N6,+1 (867) 920-2233,,ellie.sullivan@shaw.ca,Jane,Peacock,Sales Support Agent,2,1973-08-29 00:00:00,2002-04-01 00:00:00,"1111 6 Ave SW",Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,
1,For Those About To Rock We Salute You,1,AC/DC,8,Inject The Venom,"Angus Young, Malcolm Young, Brian Johnso","210,834","6,852,860",0.99,1,Rock,1,MPEG audio file,"1,155",0.99,1,0.99,214,2011-07-25 00:00:00,"5112 48 Street",Yellowknife,Canada,X1A 1N6,NT,8.91,33,Ellie,Sulliva,,"5112 48 Street",Yellowknife,NT,Canada,X1A 1N6,+1 (867) 920-2233,,ellie.sullivan@shaw.ca,Jane,Peacock,Sales Support Agent,2,1973-08-29 00:00:00,2002-04-01 00:00:00,"1111 6 Ave SW",Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,
5,Big Ones,3,Aerosmith,26,What It Takes,"Steven Tyler, Joe Perry, Desmond Child","310,622","10,144,730",0.99,1,Rock,1,MPEG audio file,"1,158",0.99,1,0.99,214,2011-07-25 00:00:00,"5112 48 Street",Yellowknife,Canada,X1A 1N6,NT,8.91,33,Ellie,Sulliva,,"5112 48 Street",Yellowknife,NT,Canada,X1A 1N6,+1 (867) 920-2233,,ellie.sullivan@shaw.ca,Jane,Peacock,Sales Support Agent,2,1973-08-29 00:00:00,2002-04-01 00:00:00,"1111 6 Ave SW",Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,
343,Respighi:Pines of Rome,226,Eugene Ormandy,"3,499",Pini Di Roma (Pinien Von Rom) \ I Pini Della Via Appia,,"286,741","4,718,950",0.99,24,Classical,2,Protected AAC audio file,"1,153",0.99,1,0.99,214,2011-07-25 00:00:00,"5112 48 Street",Yellowknife,Canada,X1A 1N6,NT,8.91,33,Ellie,Sulliva,,"5112 48 Street",Yellowknife,NT,Canada,X1A 1N6,+1 (867) 920-2233,,ellie.sullivan@shaw.ca,Jane,Peacock,Sales Support Agent,2,1973-08-29 00:00:00,2002-04-01 00:00:00,"1111 6 Ave SW",Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,
1,For Those About To Rock We Salute You,1,AC/DC,14,Spellbound,"Angus Young, Malcolm Young, Brian Johnso","270,863","8,817,038",0.99,1,Rock,1,MPEG audio file,"1,156",0.99,1,0.99,214,2011-07-25 00:00:00,"5112 48 Street",Yellowknife,Canada,X1A 1N6,NT,8.91,33,Ellie,Sulliva,,"5112 48 Street",Yellowknife,NT,Canada,X1A 1N6,+1 (867) 920-2233,,ellie.sullivan@shaw.ca,Jane,Peacock,Sales Support Agent,2,1973-08-29 00:00:00,2002-04-01 00:00:00,"1111 6 Ave SW",Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,
16,Black Sabbath,12,Black Sabbath,152,N.I.B.,,"368,770","12,029,390",0.99,3,Metal,1,MPEG audio file,"1,173",0.99,1,0.99,215,2011-07-30 00:00:00,"9, Place Louis Barthou",Bordeaux,France,"33000",,13.86,42,Wyatt,Girard,,"9, Place Louis Barthou",Bordeaux,,France,"33000",+33 05 56 96 96 96,,wyatt.girard@yahoo.fr,Jane,Peacock,Sales Support Agent,2,1973-08-29 00:00:00,2002-04-01 00:00:00,"1111 6 Ave SW",Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,
17,Black Sabbath Vol. 4 (Remaster),12,Black Sabbath,161,Snowblind,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne","331,676","10,813,386",0.99,3,Metal,1,MPEG audio file,"1,174",0.99,1,0.99,215,2011-07-30 00:00:00,"9, Place Louis Barthou",Bordeaux,France,"33000",,13.86,42,Wyatt,Girard,,"9, Place Louis Barthou",Bordeaux,,France,"33000",+33 05 56 96 96 96,,wyatt.girard@yahoo.fr,Jane,Peacock,Sales Support Agent,2,1973-08-29 00:00:00,2002-04-01 00:00:00,"1111 6 Ave SW",Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,
18,Body Count,13,Body Count,170,A Statistic,,"6,373","211,997",0.99,4,Alternative & Punk,1,MPEG audio file,"1,175",0.99,1,0.99,215,2011-07-30 00:00:00,"9, Place Louis Barthou",Bordeaux,France,"33000",,13.86,42,Wyatt,Girard,,"9, Place Louis Barthou",Bordeaux,,France,"33000",+33 05 56 96 96 96,,wyatt.girard@yahoo.fr,Jane,Peacock,Sales Support Agent,2,1973-08-29 00:00:00,2002-04-01 00:00:00,"1111 6 Ave SW",Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,
14,Alcohol Fueled Brewtality Live! [Disc 1],11,Black Label Society,143,The Begining... At Last,,"365,662","11,965,109",0.99,3,Metal,1,MPEG audio file,"1,172",0.99,1,0.99,215,2011-07-30 00:00:00,"9, Place Louis Barthou",Bordeaux,France,"33000",,13.86,42,Wyatt,Girard,,"9, Place Louis Barthou",Bordeaux,,France,"33000",+33 05 56 96 96 96,,wyatt.girard@yahoo.fr,Jane,Peacock,Sales Support Agent,2,1973-08-29 00:00:00,2002-04-01 00:00:00,"1111 6 Ave SW",Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,
14,Alcohol Fueled Brewtality Live! [Disc 1],11,Black Label Society,134,All For You,,"235,833","7,726,948",0.99,3,Metal,1,MPEG audio file,"1,171",0.99,1,0.99,215,2011-07-30 00:00:00,"9, Place Louis Barthou",Bordeaux,France,"33000",,13.86,42,Wyatt,Girard,,"9, Place Louis Barthou",Bordeaux,,France,"33000",+33 05 56 96 96 96,,wyatt.girard@yahoo.fr,Jane,Peacock,Sales Support Agent,2,1973-08-29 00:00:00,2002-04-01 00:00:00,"1111 6 Ave SW",Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,
13,The Best Of Billy Cobham,10,Billy Cobham,125,Spanish moss-A sound portrait-Spanish moss,Billy Cobham,"248,084","8,217,867",0.99,2,Jazz,1,MPEG audio file,"1,170",0.99,1,0.99,215,2011-07-30 00:00:00,"9, Place Louis Barthou",Bordeaux,France,"33000",,13.86,42,Wyatt,Girard,,"9, Place Louis Barthou",Bordeaux,,France,"33000",+33 05 56 96 96 96,,wyatt.girard@yahoo.fr,Jane,Peacock,Sales Support Agent,2,1973-08-29 00:00:00,2002-04-01 00:00:00,"1111 6 Ave SW",Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,
12,BackBeat Soundtrack,9,BackBeat,116,C'Mon Everybody,Eddie Cochran/Jerry Capehart,"140,199","2,247,846",0.99,5,Rock And Roll,1,MPEG audio file,"1,169",0.99,1,0.99,215,2011-07-30 00:00:00,"9, Place Louis Barthou",Bordeaux,France,"33000",,13.86,42,Wyatt,Girard,,"9, Place Louis Barthou",Bordeaux,,France,"33000",+33 05 56 96 96 96,,wyatt.girard@yahoo.fr,Jane,Peacock,Sales Support Agent,2,1973-08-29 00:00:00,2002-04-01 00:00:00,"1111 6 Ave SW",Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,
